src,tgt
609-(195-741)+648=,1803
(636+909)=,1545
917*770=,706090
(507-142)=,365
179-753*101=,-75874
(867+167)-998=,36
(343-319)+(452+496)=,972
(821-914)-437=,-530
507-(339*580)=,-196113
688*949=,652912
573*(950+209)=,664107
(587+318)+(718+331)=,1954
(551*659)-306*841=,105763
454+691+288=,1433
(581-410)=,171
(378*160)+(416-638)=,60258
517*(948-814)-812=,68466
723-(642*502)=,-321561
(697+163)-323=,537
605+723+(693-567)=,1454
464*185+229+343=,86412
(231-605)*(493-541)=,17952
885+893-(580-446)=,1644
972-764=,208
516+291+321=,1128
(920+310)-956-808=,-534
(374+603)+976=,1953
666-(870-992)*611=,75208
849+268=,1117
322-196=,126
(786*502)+390+132=,395094
(902+513)=,1415
589+(438+768)*571=,689215
137*464-(481-798)=,63885
(201-135)+272=,338
782*(215+349)-484=,440564
(404*863)-602*127=,272198
(304+576)=,880
677*(258-117)=,95457
(482-817)-972=,-1307
(996+572)+(257-706)=,1119
(543*112)*105=,6385680
154-774*942=,-728954
195+591=,786
(131+795)=,926
(969+425)+652=,2046
849-610*213+202=,-128879
353*585*972=,200722860
(536-656)*624=,-74880
449-(909-716)=,256
135-(140-147)-577=,-435
809-893+274=,190
(370*762)+633-888=,281685
(933-449)*478=,231352
(679*608)-793=,412039
538+691*187-702=,129053
979+192=,1171
(204*185)=,37740
706*(202*757)=,107957284
(837-973)+932=,796
(298+141)=,439
(304-855)+(778*713)=,554163
891-944*540=,-508869
806+(296+303)=,1405
(928*866)+(845-936)=,803557
832+(841+898)=,2571
555+493*570=,281565
556-(979-541)=,118
609+(706*339)-678=,239265
845*847-693=,715022
(512-692)=,-180
(891-125)+258=,1024
(472-350)*638=,77836
(800-982)+298=,116
917+183=,1100
576+944+118-729=,909
(726+999)=,1725
884-760=,124
(577*906)=,522762
(703+148)*371=,315721
746+(143+676)=,1565
386-552=,-166
272+(881*307)=,270739
324+676+(326+854)=,2180
(801-603)*661=,130878
773-800=,-27
188+(973-259)=,902
(168+328)=,496
213*126+745-396=,27187
732*464=,339648
945*(643-671)-789=,-27249
894-(927+458)=,-491
(187-380)-(492+159)=,-844
920+260+272=,1452
860-(854+301)-406=,-701
373*137+(190+639)=,51930
(509+225)=,734
(261+846)+231*633=,147330
385-(383*625)=,-238990
484-709=,-225
655*(119+290)=,267895
191-647*586=,-378951
(722-358)*765=,278460
(814-228)-412=,174
(495*749)*163=,60433065
(715*357)-(153*515)=,176460
695*693+974=,482609
707-182=,525
(626*604)*(835-975)=,-52934560
725+369*743=,274892
(583+553)=,1136
696-146=,550
(345+476)*376=,308696
771-583*(706-896)=,111541
(251-614)-264=,-627
864+511=,1375
(943-209)-312=,422
(622+444)=,1066
659-527=,132
233*220=,51260
640-476-836=,-672
(757+443)=,1200
(260*908)+(453+415)=,236948
738*741-745+218=,546331
(138+861)-864=,135
999*450-429-659=,448462
(141+788)-700=,229
(818*216)*(274*955)=,46233948960
407*565*102-530=,23454880
(298*776)=,231248
(510+157)=,667
329*(668-900)=,-76328
700-704+431+615=,1042
787+(638-445)=,980
866+908*121-103=,110631
650+395=,1045
631+302=,933
775*(925-362)=,436325
860-966*(351-956)=,585290
(485+741)-(914-713)=,1025
(958*561)-644=,536794
(939-263)-402+112=,386
(416+395)=,811
814-320=,494
267*(655+576)+457=,329134
764*332*541=,137223568
(608-638)+663=,633
(910*986)*683=,612828580
547+(117-594)+956=,1026
372-567-707*194=,-137353
(734*389)+187=,285713
(393+399)-636+637=,793
587*(367*510)=,109868790
(413+419)*817=,679744
240-292*489+184=,-142364
460*663*599*603=,110157861060
(374*231)=,86394
(753*984)=,740952
219-163+836*453=,378764
(595-742)+891=,744
160*529*994=,84132160
(851+465)=,1316
(792-839)*523=,-24581
620+164*693-110=,114162
(620*158)*(620-465)=,15183800
219+871=,1090
(560-583)*(595-368)=,-5221
942-(468*338)=,-157242
(910*672)+720=,612240
(775-753)-415=,-393
(527-100)=,427
672-(103-178)-319=,428
167-851-564=,-1248
(231+458)*987+231=,680274
477-908=,-431
(494+928)=,1422
194*505=,97970
(653+360)=,1013
(457-453)-669=,-665
(745*384)*695=,198825600
976+397+926+321=,2620
328*(120-531)=,-134808
(552-664)*844=,-94528
(570+512)-752=,330
(196-219)+(840*875)=,734977
(523+121)=,644
(268*738)=,197784
745-(885-833)=,693
(151+940)=,1091
(464+253)=,717
101+902=,1003
(964+448)*559=,789308
(975+943)*821=,1574678
(106*785)+841=,84051
939*637*345*329=,67892221215
733*948=,694884
(888*800)+264=,710664
(938-525)=,413
(473-544)=,-71
222+650=,872
419*127*369=,19635597
(473+234)-230=,477
(692+238)+431=,1361
(385*614)=,236390
(550*964)-302=,529898
110-418=,-308
(598*722)*(245*755)=,79864066100
509+135*606=,82319
265*365=,96725
(657+962)-650=,969
423+778=,1201
(452*152)+469=,69173
940+(795+383)+174=,2292
292*(560-911)=,-102492
(211+737)*396=,375408
701*(209-372)=,-114263
(289-987)=,-698
(736*678)+197+697=,499902
316+(301+979)=,1596
636-(983+118)=,-465
(430+373)*499-397=,400300
(347+118)+(285*512)=,146385
(456*366)=,166896
(214+175)-242=,147
454*647-150*807=,172688
(246*114)*250=,7011000
(673*248)-754=,166150
(474-239)*867=,203745
(515-575)=,-60
159*228*(108+179)=,10404324
653*380*238=,59057320
912-576=,336
964*(196+468)=,640096
(292-579)+199*269=,53244
165-183=,-18
309*308=,95172
492-922+894=,464
596*462=,275352
866-783=,83
406*(315+547)=,349972
(949+501)+701=,2151
(275*621)+(159-112)=,170822
(618+491)*648=,718632
(277-783)-953*999=,-952553
352-439+692=,605
389*916=,356324
327+(323-984)=,-334
374*249+295=,93421
518+(254-293)=,479
(986+627)=,1613
(446*573)-(478+230)=,254850
485-558=,-73
289+193=,482
656+531*263=,140309
(558+551)+(356*859)=,306913
600+351=,951
(906*361)*(867+114)=,320851746
(539+252)=,791
(775-948)+369+304=,500
544*(892+520)=,768128
762*891=,678942
(526-443)=,83
784-146=,638
(864*108)-177=,93135
701+131*973=,128164
(454*280)=,127120
(389+296)+(511-567)=,629
996*(334*214)+558=,71190654
(383*284)-642=,108130
556-642=,-86
(705+529)+(398*236)=,95162
(107-427)+908=,588
804*203=,163212
(984+133)=,1117
(876+609)+(834*823)=,687867
249*(551*838)=,114972762
(907-728)-685=,-506
632-(583*631)-359=,-367600
261+(222+895)=,1378
738*(519+632)=,849438
(687+639)*992=,1315392
(700*670)*254-164=,119125836
429-226-304=,-101
(599+523)*866=,971652
(843*776)=,654168
(695+742)*(183*465)=,122281515
(466-516)+715=,665
(327-118)-(662+467)=,-920
559*252=,140868
(742+248)+217=,1207
(556*994)+675=,553339
(915+188)=,1103
245-(208+922)*843=,-952345
339-(532*761)+702=,-403811
(668+521)+910=,2099
960*956+534=,918294
895-298*268=,-78969
286-(176*850)=,-149314
269-(971-947)=,245
296+497=,793
305*(970-303)-537=,202898
421+(860-556)+925=,1650
(723*485)-120=,350535
663-(505*578)=,-291227
611*(858+136)*567=,344358378
118*(325*797)-330=,30564620
(372+205)=,577
(186+263)+880=,1329
423+980=,1403
363*833*842=,254603118
(659-614)-(284*449)=,-127471
336+643=,979
594-(440*557)+443=,-244043
190*369=,70110
(177+462)+995=,1634
505+(852-572)+609=,1394
551+585=,1136
(818-377)=,441
805*(795*621)=,397424475
708+695=,1403
894*523+742-701=,467603
698*204*(123+823)=,134702832
(492*966)=,475272
368+508+(745*173)=,129761
624+(690*987)-589=,681065
823*(121+785)+492=,746130
929+(574-114)=,1389
(314*620)-615=,194065
553+640*(724*857)=,397100073
(270-775)*892+378=,-450082
585*929*582-676=,316295954
674+558*846-688=,472054
(413+593)+(432-985)=,453
445*889=,395605
(459*523)+949=,241006
415-375=,40
(534*237)*(250-141)=,13794822
(990*986)=,976140
(616+264)-(473-879)=,1286
(627*596)*970-960=,362480280
(392-914)+554=,32
(494*677)*522=,174576636
(608*296)*558=,100422144
(356+180)-891=,-355
(438+679)-295=,822
(146*793)*883=,102231974
601-(109*475)-494=,-51668
614+(411+779)-367=,1437
(449-161)*386=,111168
482*937=,451634
441-(773-874)-119=,423
(643+561)+341=,1545
(496+264)=,760
991*(222+706)=,919648
(390*613)=,239070
(702+810)+731-331=,1912
960-590=,370
776-(690-726)+131=,943
810-543=,267
(487*470)-628*680=,-198150
(739-456)*489*218=,30168366
(484-348)=,136
635-214*(539-783)=,52851
(993-243)+138=,888
996-936=,60
521*990=,515790
(536-617)*663+615=,-53088
(706*240)=,169440
614+126+773=,1513
260*173=,44980
(231+615)-(681+373)=,-208
(473-877)=,-404
928+964=,1892
(946-402)=,544
(684-368)=,316
567-762=,-195
891+(372-451)=,812
(408-759)+(126-361)=,-586
(315-538)=,-223
555+(585*945)+965=,554345
(727*290)*196+610=,41323290
310*790-(834-553)=,244619
(348-826)-843*225=,-190153
(776-498)=,278
873+201*402=,81675
(425-927)=,-502
102-(886-536)=,-248
801+411+590=,1802
(547+136)*(690-992)=,-206266
192+(268-547)+883=,796
(265-482)-333*944=,-314569
(314*553)*363=,63032046
(701+225)+(517+637)=,2080
(283*790)=,223570
875*563+189=,492814
(862-820)*695=,29190
724-544*(283+368)=,-353420
(986*812)*376=,301037632
(907*402)+(995-579)=,365030
295*188*356=,19743760
899-410+896+804=,2189
(934+342)+(239-194)=,1321
727*209=,151943
326-538+998*766=,764256
(515-745)+463=,233
163-(443+858)+549=,-589
(958-865)-362+157=,-112
278*518=,144004
571*454=,259234
(322+651)-(826+964)=,-817
803*(944*268)-460=,203152116
553*695+157=,384492
(836+222)*789=,834762
949*(680+573)-378=,1188719
(414-751)*543=,-182991
197*(954*652)-776=,122534800
453+(811*206)=,167519
779*(750*800)-476=,467399524
618+540-108+919=,1969
(118*329)=,38822
(538-646)*(985*623)=,-66274740
(552-208)=,344
486-299=,187
577-907=,-330
(623*896)+926=,559134
(717+262)=,979
(954-327)+(972*451)=,438999
(270*886)-868=,238352
(311-825)+963=,449
(832*838)*595+859=,414844379
(938+122)+759*886=,673534
513-143+(337+519)=,1226
(782-341)=,441
(626*913)=,571538
419*988=,413972
(219-371)=,-152
713-499=,214
960-701*547-946=,-383433
105+914=,1019
534*727=,388218
(612*619)+777=,379605
(895*100)+(195*606)=,207670
(413+238)*(705+308)=,659463
860*734+307=,631547
856*319=,273064
(305-924)=,-619
739+441*559=,247258
(308*894)=,275352
341+605=,946
505*(145+882)+970=,519605
(727+585)-899=,413
(543-651)*542*945=,-55316520
772+281=,1053
(423-442)+728=,709
419+589+200-303=,905
(885*350)=,309750
801-711*887=,-629856
(770-485)=,285
(600-932)-329=,-661
(205-246)=,-41
(934*623)=,581882
(936*738)=,690768
(635+773)=,1408
(417*938)-264=,390882
(626+383)=,1009
320+581=,901
344*578-(166+470)=,198196
757*344=,260408
(101-706)=,-605
904+(933-382)*588=,324892
262*600=,157200
767+326=,1093
317+582=,899
575+(391*915)=,358340
(119*390)=,46410
(958+549)*357=,537999
478-753=,-275
(212*187)=,39644
326+424+665*881=,586615
986+(727+161)+245=,2119
431+712=,1143
(935*506)=,473110
(442-943)*434=,-217434
(695*672)=,467040
477+952=,1429
298-(245+335)-957=,-1239
(950*915)-621=,868629
889+711+425=,2025
201-249-523=,-571
(776-843)-669=,-736
823*(519-868)=,-287227
(607+544)-847*249=,-209752
944+554=,1498
483-837*531*618=,-274667763
(283+343)=,626
(888*598)-(605+979)=,529440
(347+167)=,514
(103-761)+285=,-373
(451-953)*104*264=,-13782912
697+(321-637)=,381
(345*928)+898=,321058
291+133*413=,55220
(664*926)+347=,615211
(656*211)-223*921=,-66967
609*192=,116928
973+607*379*650=,149535423
(960+495)=,1455
473*(124+270)-125=,186237
579-672-466=,-559
(858*345)+182=,296192
753+(839+253)=,1845
193*464=,89552
691+911=,1602
696+(493*120)=,59856
760+648=,1408
(923*676)-706=,623242
323+307+684=,1314
(403*644)*877=,227609564
473+(476+419)=,1368
342-(496+207)=,-361
(956-783)=,173
(662+357)=,1019
(240*123)=,29520
(802*229)+590=,184248
(193*494)+(878+541)=,96761
954+(925+117)*879=,916872
555-389=,166
(600+492)=,1092
629*442*777=,216019986
569+894=,1463
(329*512)=,168448
712*348-368=,247408
(348+228)+342=,918
984*(912-471)=,433944
527+(149+944)=,1620
(791-958)*511=,-85337
(841-995)=,-154
253-(981+953)=,-1681
120*874=,104880
(228-374)+(597*667)=,398053
(120+528)=,648
(631+803)-137=,1297
(428*826)=,353528
(862+512)*670=,920580
646-635-196=,-185
264+772=,1036
(382+345)=,727
(681-805)-271-925=,-1320
327*(746*825)+583=,201252733
921*509=,468789
(137+651)=,788
(451+313)=,764
903-(377-653)-359=,820
(862*381)*160=,52547520
864+538=,1402
434+124=,558
(564+120)-208=,476
(903*657)=,593271
409+(809-540)=,678
(144-752)=,-608
701+(531+244)=,1476
739+169-414=,494
(579+652)*953=,1173143
(604+172)*578=,448528
(990*194)*(565-983)=,-80281080
(930-468)+979-890=,551
231-(288+643)+670=,-30
741+229-143-574=,253
(809*110)+242=,89232
578+337=,915
(154*424)*620-573=,40482947
(347+552)-597=,302
(548-872)+489=,165
(340+604)=,944
(897+671)*168=,263424
(421*101)+429=,42950
682+(979*369)=,361933
299-248=,51
(252*511)=,128772
(437*674)+484=,295022
(613*100)*420*792=,20390832000
370-(337-477)-708=,-198
901-(587-627)*356=,15141
424-273+845=,996
(684-302)-136*829=,-112362
736+211+374=,1321
(923+771)+782=,2476
(328-772)*632=,-280608
(211*592)+124+467=,125503
607*(192*383)*418=,18657995136
(700+645)*314=,422330
339*441=,149499
324+245=,569
783-837=,-54
(507-191)+(854*709)=,605802
973+365-431=,907
(204-911)=,-707
111-334+(619-808)=,-412
(391-382)=,9
250*291*272-394=,19787606
(857-490)*645=,236715
(568-853)=,-285
339+514=,853
(153*755)+408=,115923
169*839=,141791
811-270=,541
423+594=,1017
447-205=,242
(742-966)-(226+319)=,-769
(814+469)+345+429=,2057
(123+398)+274=,795
838-(130-851)=,1559
697*278+142*600=,278966
(452+987)=,1439
347+(963*375)-426=,361046
(590-600)+(374+310)=,674
(558*688)-741=,383163
(913+561)=,1474
464-(235-903)=,1132
(242+560)+(623*991)=,618195
(837+229)+902=,1968
(876*399)=,349524
152*668=,101536
204*605=,123420
(207*792)+(906+601)=,165451
326*(823*408)=,109465584
(578*453)=,261834
(577-270)*643=,197401
(667*896)=,597632
795+888*772=,686331
(947+658)=,1605
355+500=,855
864*274=,236736
(890*232)*634=,130908320
(292+776)=,1068
835+640-100=,1375
939*797-(918-921)=,748386
(820-448)+715*609=,435807
(704+401)-774=,331
(429-650)*(975*141)=,-30381975
(838*501)-342=,419496
402*862=,346524
165*(857*670)=,94741350
(101-654)=,-553
232-282-989=,-1039
474+109=,583
(412*750)-(536-909)=,309373
302+946=,1248
983*951*(797*839)=,625106934939
(532+615)=,1147
(416*701)*513=,149599008
(521+220)+336=,1077
975*773=,753675
(504+792)=,1296
(168+658)*780=,644280
(640*445)*750=,213600000
914*(155-810)-792=,-599462
(290-486)-180=,-376
(275-654)*337=,-127723
(301+539)-970=,-130
928-(804+414)=,-290
(326+178)=,504
(419*465)-715=,194120
(784+917)+819=,2520
(404-287)-(263+610)=,-756
(561+912)+999=,2472
(200+419)*816=,505104
579*(508-517)*656=,-3418416
(427-861)+493-194=,-135
(552-845)+150=,-143
293*636+(573+275)=,187196
993*730=,724890
816+(287-969)=,134
876-248=,628
291*681=,198171
(943*659)*110=,68358070
(810*960)*869=,675734400
294*606=,178164
(551*681)-793*494=,-16511
339+(348+627)=,1314
(127+957)*557*675=,407556900
(467-858)=,-391
(944*175)+(172*865)=,313980
(255+849)*784=,865536
138-(506+103)=,-471
111+366=,477
(364*305)-(710*897)=,-525850
(293*796)+(204-199)=,233233
701*254*441=,78521814
(423*458)+137=,193871
995+(973-837)-742=,389
274*439=,120286
936-518=,418
395+310=,705
(294*202)*173=,10274124
964-(280*872)+658=,-242538
520*392=,203840
(186-962)=,-776
712*(387-114)+172=,194548
(814-559)-336=,-81
281+911*871=,793762
519*701*381=,138615039
961-(684-543)+548=,1368
690-(821+874)=,-1005
638*517=,329846
882-349=,533
801+915=,1716
648-106=,542
(165+866)-627=,404
659*875=,576625
(213*907)*740=,142961340
599-532+(477+876)=,1420
(756-950)+(843*511)=,430579
742-928+104=,-82
(436*835)+269*954=,620686
(143*187)-416+899=,27224
531+819=,1350
(339*591)-571=,199778
(554-355)=,199
(678-961)-(760*128)=,-97563
(226*724)=,163624
738-299=,439
840+(540-922)=,458
(377*322)-730=,120664
(737-864)+(348+879)=,1100
762*257+(327-161)=,196000
(646+548)+528=,1722
(197+991)*780-953=,925687
(972-520)+214=,666
131+989=,1120
(325*949)-118=,308307
515+293=,808
925+(935+978)*925=,1770450
(430-868)=,-438
610*857+370*525=,717020
399+531=,930
895*657=,588015
(238+440)=,678
217*(915+331)=,270382
755+400=,1155
606+850*795*437=,295303356
758-(144-527)=,1141
486*(726-781)*685=,-18310050
(711-297)+256=,670
(497*214)-590=,105768
388+392*487=,191292
676+(674-655)+421=,1116
(725*914)+823=,663473
732*(904-340)*660=,272479680
(870*887)+731-557=,771864
562-(458-177)+618=,899
(784*345)+250+657=,271387
(533*616)-603=,327725
(485-850)+(157*812)=,127119
702*801=,562302
(944+966)*190=,362900
(513-864)=,-351
706+495=,1201
840-779=,61
(831+628)+(933-583)=,1809
(116*952)+(546-884)=,110094
(193-600)=,-407
(569+210)=,779
836+695+672+287=,2490
826+893+460=,2179
199+(140*353)=,49619
(195-609)*(513*178)=,-37803996
700-(554*345)+706=,-189724
(990+147)=,1137
(759-144)+329=,944
(822*899)=,738978
(906*382)=,346092
146*(156+613)=,112274
(250-547)-832+600=,-529
(403*935)=,376805
739+238=,977
979-(915*335)*956=,-293036921
530+836*(116-619)=,-419978
(664+227)-(696-430)=,625
(848+333)*662=,781822
319-352*958=,-336897
938+786=,1724
(689+471)=,1160
(268+848)=,1116
(952+804)+729=,2485
178+610*(760-457)=,185008
(485+220)*853=,601365
(811*154)-377=,124517
(954-198)+959+557=,2272
773-531+(668-922)=,-12
(552-652)+985=,885
455-262=,193
655+(659-459)-977=,-122
586-339+159+481=,887
711*(384*783)+729=,213778521
976*919-644=,896300
(451*821)=,370271
310-876+917-252=,99
499+671+332+871=,2373
884+356-584=,656
(666+393)*818*960=,831611520
(460+773)=,1233
509*462=,235158
(760-563)-(291+651)=,-745
101*316=,31916
830*229*677-784=,128676606
791+114-163=,742
(766+870)*798=,1305528
(703+811)-(339-232)=,1407
659+(614-478)*396=,54515
(952+528)=,1480
(549*119)-(544+614)=,64173
(489-960)-308+508=,-271
786*(147+348)=,389070
834*659=,549606
(606*686)+872=,416588
339-(289+307)+434=,177
223+(931*720)*453=,303655183
192+540+879=,1611
(683-709)-(252-406)=,128
364*401=,145964
(701*385)+(913+718)=,271516
(372*788)=,293136
346+(654-925)-980=,-905
237-982=,-745
(240+967)-347+751=,1611
598-(585*247)+368=,-143529
(691+342)+793=,1826
793+542=,1335
674*229+884=,155230
(371*442)+687=,164669
243-724+253=,-228
(830-349)*585=,281385
264-848-(951+773)=,-2308
(331-360)*665*220=,-4242700
512-531-726-429=,-1174
(637+499)*183=,207888
152+669=,821
(548-479)-291*152=,-44163
(242-527)*758=,-216030
(823+699)+(277+370)=,2169
(502*355)-537=,177673
(600*174)+634=,105034
(392*458)+(529*799)=,602207
(814-957)=,-143
(558+855)-726=,687
(730-633)-214=,-117
(243+501)=,744
990+633=,1623
(672-388)+747=,1031
(376-655)*852=,-237708
(933+904)-(383+343)=,1111
(372+493)=,865
251-843=,-592
(517-291)=,226
(650-607)=,43
690-337=,353
432-(145-557)-615=,229
(721-932)*953=,-201083
998*243*203=,49230342
912-204*(319*397)=,-25834260
582+900+921*926=,854328
(759+795)*(574+171)=,1157730
(764-757)=,7
893+(653-218)=,1328
190+953=,1143
(408+967)*548+766=,754266
942*889+364-258=,837544
(454-544)-369=,-459
(562+495)-620-764=,-327
(833+938)*(537*479)=,455541933
872-(756-691)*462=,-29158
410+639=,1049
(477*313)=,149301
(870+545)-358=,1057
(631+127)-583-616=,-441
(107+462)=,569
(335-793)+509=,51
973-399-824=,-250
316-311=,5
(670*792)=,530640
515*404-(332+679)=,207049
(360+762)=,1122
(742*925)*(844+158)=,687722700
(785+738)=,1523
(550+630)-(746-718)=,1152
(849*444)*384=,144751104
(843-188)+855=,1510
546+868+(436-303)=,1547
967-920=,47
202+147-347+642=,644
150+562=,712
843-773-(656-805)=,219
(605+473)=,1078
(250*139)+830=,35580
(103-989)*792=,-701712
(708*553)+(643*401)=,649367
462*(409-105)+120=,140568
887*(318*722)=,203651652
(982+601)*470=,744010
(847+395)*940=,1167480
(673+799)*540=,794880
(630+771)=,1401
734*589+903=,433229
973-891*261=,-231578
(613+398)*805*420=,341819100
427*(540+661)*421=,215900167
(110*579)=,63690
849+903-730-328=,694
(397-315)-(200-238)=,120
795*588+337=,467797
(669*861)*324=,186626916
(845*677)*522*268=,80029605240
(410*596)=,244360
(996-897)=,99
(109*580)*718=,45391960
288+931=,1219
207+483=,690
(175-920)*161+718=,-119227
(246+267)=,513
(462+661)=,1123
(743*804)+519=,597891
842+(390*540)*785=,165321842
124-363=,-239
(394-100)-(375*406)=,-151956
(152*671)-(928-259)=,101323
162+219*(488+126)=,134628
645-542+(396+997)=,1496
(266*493)+738=,131876
242*(469-767)=,-72116
283+(753+452)=,1488
(302+156)=,458
785-258*334-442=,-85829
362-(409-373)=,326
(385+304)*538=,370682
318-763+(435-977)=,-987
190*745=,141550
724-127=,597
675*532=,359100
550+654+(836-208)=,1832
(255*545)*975*599=,81164874375
215-584=,-369
(295*721)*401=,85290695
809-952=,-143
845*(474-600)-214=,-106684
925*(629-483)=,135050
(431+811)=,1242
354+676=,1030
570-321=,249
549-688=,-139
870+429*(719*379)=,116903799
210*726=,152460
726-(385+108)*514=,-252676
426-250=,176
689-(678*504)=,-341023
357*(563*588)=,118182708
147*934=,137298
834*228*237=,45066024
(427+864)-901=,390
106-(213+229)*657=,-290288
631-(766-434)=,299
(492+938)*(996-514)=,689260
663*(452*806)=,241538856
516+800*460=,368516
(840-825)+562=,577
(362*668)=,241816
(139+224)-(910+609)=,-1156
812+264+746*172=,129388
(699-241)=,458
(479+131)*118=,71980
698+388=,1086
884-752+(599+641)=,1372
569+319=,888
260+(952+448)-315=,1345
(809-672)=,137
(509+225)+775=,1509
(680*830)=,564400
697+716=,1413
(202+632)-952-294=,-412
389+(700*698)=,488989
768*744=,571392
(904+907)-203*118=,-22143
240*199=,47760
(904*541)+709+629=,490402
485-755+561=,291
(802*818)+137=,656173
769+(588-626)=,731
554+(496+194)=,1244
698-(147+355)=,196
568*400=,227200
(449-360)+324=,413
422*644*254=,69029072
(719-830)+246*204=,50073
(459*793)+372=,364359
(616+704)+(700-410)=,1610
(338-999)*989=,-653729
390+253=,643
(807*266)-882=,213780
(983*638)=,627154
382+292+184*324=,60290
(270+829)*321=,352779
(151*498)=,75198
693+460=,1153
(717-860)-381=,-524
644*684*723=,318478608
(668+401)-649=,420
(353+919)*756-409=,961223
(417+722)=,1139
(687+661)=,1348
709-927=,-218
894*857=,766158
(902+303)*(451+965)=,1706280
914-(704*683)-739=,-480657
514*116*(574+505)=,64334296
(470-176)=,294
284*929=,263836
331*606+639=,201225
942+(900-690)=,1152
(622*519)+722+531=,324071
837+(128-501)=,464
(286-635)-844=,-1193
477*223-488=,105883
(502+680)*(306-946)=,-756480
(969*124)=,120156
197+(805-368)*696=,304349
297*996=,295812
413*664=,274232
(990*662)*768=,503331840
(222+656)=,878
(230+972)=,1202
431-652-655=,-876
685*534*509=,186187110
245-471=,-226
(572-758)+(854+325)=,993
(376*516)-(799-842)=,194059
(703-294)*732=,299388
(626+616)-922=,320
507+(676-804)=,379
(336+585)*(165+595)=,699960
301+754=,1055
720+144*236=,34704
(650*805)=,523250
915*(838-334)=,461160
(258+402)=,660
(284+503)+(288*666)=,192595
(252-160)+153=,245
(486*195)=,94770
(480*807)+319=,387679
302*831+645-840=,250767
(510*775)=,395250
725*(698*596)+306=,301606106
(763-636)-563=,-436
974-170+(906*547)=,496386
202-878+200*239=,47124
592-(212*945)-353=,-200101
404+(514*731)=,376138
576+566+435+256=,1833
(822-774)-737=,-689
(621+269)+165+887=,1942
(852-476)*908+519=,341927
345-235=,110
500*965+(461-139)=,482822
(740+109)=,849
(287*700)+(920+363)=,202183
244-951-950=,-1657
946+306=,1252
(694-410)+670=,954
714+359=,1073
356+694+(221-705)=,566
(671*866)-(389+152)=,580545
(204+923)-(371*912)=,-337225
418+768=,1186
(734*672)+(761+864)=,494873
579*368=,213072
(186-631)*215-504=,-96179
980*(980+344)=,1297520
(569+815)-995=,389
(981+627)=,1608
(545+584)+516=,1645
(371+329)*826-956=,577244
(314-552)+275=,37
(315-220)+567=,662
454+507*(149*313)=,23645413
(100+432)-277=,255
(745+977)-535=,1187
343*537+941=,185132
382-293=,89
419+244=,663
586+889=,1475
(504+141)=,645
(359-957)=,-598
(477-925)+(447-945)=,-946
(947-350)=,597
(959-697)+(896-442)=,716
(734*530)=,389020
(983-660)-164*960=,-157117
911*182+333=,166135
(645-670)-254=,-279
479-751=,-272
(326-927)+724*105=,75419
915*(839*254)=,194991990
127*212-239=,26685
885+173+(349*705)=,247103
(753-385)*548=,201664
974*210-425*835=,-150335
(198*845)=,167310
(761-134)+971*762=,740529
912-502=,410
(550+492)=,1042
730*954=,696420
400+853*371=,316863
(822+152)*(296*355)=,102347920
(918-885)+167=,200
292*(361*143)*250=,3768479000
978+363=,1341
195+244-931=,-492
292+(453-600)*280=,-40868
766-962*126=,-120446
465-177=,288
(920-600)*629+152=,201432
(236-427)=,-191
(819-334)=,485
272*829=,225488
871*152+620+102=,133114
496+610-531=,575
417+561=,978
(879*101)=,88779
238-815*671*689=,-376789747
(101-792)-661=,-1352
481-554-(559+570)=,-1202
637-995=,-358
503-437+105=,171
(701*392)=,274792
(617-326)+606=,897
197+602+(295*819)=,242404
195*351*(385-575)=,-13004550
(684*594)=,406296
150-377=,-227
(439*121)-(923-604)=,52800
(704*183)*267=,34398144
(617*116)+666=,72238
(596*354)+524-339=,211169
168-(123-346)-610=,-219
756-(609+287)*769=,-688268
955+637=,1592
912-(397*132)=,-51492
371+268=,639
(797+168)-246+189=,908
869-714=,155
(717-982)-266=,-531
361+152=,513
(924+171)=,1095
(728-165)=,563
312*(519*867)=,140391576
185+735=,920
909*(564*310)+595=,158930155
416-433-583=,-600
161+(567*495)*610=,171205811
642*973=,624666
126*961+377=,121463
247-881+(191+328)=,-115
(739+796)-485=,1050
715-827-394=,-506
(934-692)*253+753=,61979
(428-624)=,-196
657+(377+311)-808=,537
295*(928-844)-598=,24182
(516*678)+286=,350134
368*360+838+480=,133798
(183+847)*659=,678770
958-763=,195
(830*148)+122=,122962
578-(805-380)*726=,-307972
550+308-312=,546
574+664=,1238
(714-107)+(174-623)=,158
(271*557)*602=,90870094
(653*745)+(851*680)=,1065165
462*698=,322476
650-(992+261)-318=,-921
746*747+177-936=,556503
(670-438)+257=,489
614+847=,1461
824-390-217=,217
(520*361)-(624-407)=,187503
(994-782)+(880+840)=,1932
451+466+639=,1556
471+(193+400)=,1064
(316-360)*649-883=,-29439
(901*480)-(396+539)=,431545
(795*882)=,701190
(964*722)=,696008
619*488+(537-709)=,301900
475+739+(559*975)=,546239
(263-333)=,-70
592*529-651*349=,85969
(504-978)+315-550=,-709
(540*128)=,69120
699+(593+842)+685=,2819
(918*481)+760=,442318
389*(965+799)=,686196
505-(105-181)-591=,-10
535*234=,125190
(530*301)=,159530
(454+193)+(189+966)=,1802
(406*143)*(397+407)=,46678632
(194+171)=,365
(848+554)+924+182=,2508
(863*125)*835=,90075625
